EnsemblID GeneName
ENSMMUG00000023566 DYRK3
ENSMMUG00000023567 MAPKAPK2
ENSMMUG00000023569 IL10
ENSMMUG00000051918 Metazoa_SRP
ENSMMUG00000023570 IL19
ENSMMUG00000023571 IL20
ENSMMUG00000023573 FCMR
ENSMMUG00000023572 IL24
ENSMMUG00000011220 PIGR
ENSMMUG00000011221 FCAMR
ENSMMUG00000022173 C1H1orf116
ENSMMUG00000022171 YOD1
ENSMMUG00000022170 PFKFB2
ENSMMUG00000022168 C4BPB
ENSMMUG00000013738 C4BPA
ENSMMUG00000011711 NA
ENSMMUG00000043588 NA
ENSMMUG00000013602 CR2
ENSMMUG00000013596 CR1
ENSMMUG00000040888 CR1L
ENSMMUG00000059665 NA
ENSMMUG00000007129 CD46
ENSMMUG00000026958 MIR29C
ENSMMUG00000026847 mml-mir-29b-2
ENSMMUG00000057466 NA
ENSMMUG00000015133 CD34
ENSMMUG00000004563 PLXNA2
ENSMMUG00000051230 NA
ENSMMUG00000057560 NA
ENSMMUG00000052612 NA
ENSMMUG00000052967 NA
ENSMMUG00000064202 NA
ENSMMUG00000053800 NA
ENSMMUG00000026923 mml-mir-205
ENSMMUG00000003369 CAMK1G
ENSMMUG00000016925 LAMB3
ENSMMUG00000040271 NA
ENSMMUG00000045482 G0S2
ENSMMUG00000059587 HSD11B1
ENSMMUG00000022062 TRAF3IP3
ENSMMUG00000063359 C1orf74
ENSMMUG00000022065 IRF6
ENSMMUG00000022066 UTP25
ENSMMUG00000064197 Metazoa_SRP
ENSMMUG00000016349 SYT14
ENSMMUG00000061560 Metazoa_SRP
ENSMMUG00000009967 SERTAD4
ENSMMUG00000061073 NA
ENSMMUG00000054836 NA
ENSMMUG00000016099 HHAT
ENSMMUG00000027412 U5
ENSMMUG00000052703 Metazoa_SRP
ENSMMUG00000016102 KCNH1
ENSMMUG00000052871 NA
ENSMMUG00000020383 RCOR3
ENSMMUG00000064326 NA
ENSMMUG00000031427 TRAF5
ENSMMUG00000057742 NA
ENSMMUG00000057510 RD3
ENSMMUG00000053531 NA
ENSMMUG00000049505 NA
ENSMMUG00000056449 SLC30A1
ENSMMUG00000000868 SLC30A1
ENSMMUG00000054466 NA
ENSMMUG00000005216 NEK2
ENSMMUG00000020560 LPGAT1
ENSMMUG00000063273 Metazoa_SRP
ENSMMUG00000010174 INTS7
ENSMMUG00000033178 NA
ENSMMUG00000010176 DTL
ENSMMUG00000041413 mml-mir-3122
ENSMMUG00000019771 PPP2R5A
ENSMMUG00000026424 SNORA16B
ENSMMUG00000002141 PACC1
ENSMMUG00000002142 NENF
ENSMMUG00000012185 ATF3
ENSMMUG00000052576 FAM71A
ENSMMUG00000015056 BATF3
ENSMMUG00000061945 U6
ENSMMUG00000019287 NSL1
ENSMMUG00000031430 TATDN3
ENSMMUG00000051591 NA
ENSMMUG00000059169 SPATA45
ENSMMUG00000049143 NA
ENSMMUG00000011732 FLVCR1
ENSMMUG00000011733 VASH2
ENSMMUG00000011735 ANGEL2
ENSMMUG00000005210 RPS6KC1
ENSMMUG00000061293 NA
ENSMMUG00000011914 PROX1
ENSMMUG00000015631 SMYD2
ENSMMUG00000015632 PTPN14
ENSMMUG00000015634 CENPF
ENSMMUG00000031435 NA
ENSMMUG00000016931 KCNK2
ENSMMUG00000022639 KCTD3
ENSMMUG00000022640 USH2A
ENSMMUG00000033018 SNORD116
ENSMMUG00000056375 NA
ENSMMUG00000014167 ESRRG
ENSMMUG00000056788 NA
ENSMMUG00000055431 NA
ENSMMUG00000060193 NA
ENSMMUG00000063390 NA
ENSMMUG00000056106 NA
ENSMMUG00000014946 GPATCH2
ENSMMUG00000007213 SPATA17
ENSMMUG00000024597 U1
ENSMMUG00000064398 NA
ENSMMUG00000004070 RRP15
ENSMMUG00000004071 TGFB2
ENSMMUG00000033539 U3
ENSMMUG00000052461 NA
ENSMMUG00000057626 NA
ENSMMUG00000058133 NA
ENSMMUG00000052237 Metazoa_SRP
ENSMMUG00000007806 LYPLAL1
ENSMMUG00000050533 NA
ENSMMUG00000061301 SLC30A10
ENSMMUG00000052395 NA
ENSMMUG00000054842 U3
ENSMMUG00000008722 EPRS1
ENSMMUG00000059941 NA
ENSMMUG00000017396 BPNT1
ENSMMUG00000007783 IARS2
ENSMMUG00000026897 mml-mir-215
ENSMMUG00000027053 mml-mir-194-1
ENSMMUG00000051013 NA
ENSMMUG00000007784 RAB3GAP2
ENSMMUG00000034621 SNORA36B
ENSMMUG00000048881 mml-mir-664
ENSMMUG00000022288 MARK1
ENSMMUG00000043979 Metazoa_SRP
ENSMMUG00000058658 C1orf115
ENSMMUG00000057631 MTARC2
ENSMMUG00000033899 NA
ENSMMUG00000062202 HLX
ENSMMUG00000056080 NA
ENSMMUG00000054365 NA
ENSMMUG00000004379 DUSP10
ENSMMUG00000061772 NA
ENSMMUG00000025161 U6
ENSMMUG00000054308 NA
ENSMMUG00000051660 Metazoa_SRP
ENSMMUG00000055727 NA
ENSMMUG00000007893 HHIPL2
ENSMMUG00000007896 TAF1A
ENSMMUG00000057669 Metazoa_SRP
ENSMMUG00000001021 MIA3
ENSMMUG00000062144 Metazoa_SRP
ENSMMUG00000015025 AIDA
ENSMMUG00000061267 NA
ENSMMUG00000015026 BROX
ENSMMUG00000058808 FAM177B
ENSMMUG00000005873 DISP1
ENSMMUG00000051717 Metazoa_SRP
ENSMMUG00000062711 NA
ENSMMUG00000059632 NA
ENSMMUG00000064564 NA
ENSMMUG00000000870 TLR5
ENSMMUG00000059597 Metazoa_SRP
ENSMMUG00000012695 SUSD4
ENSMMUG00000012698 CCDC185
ENSMMUG00000041825 NA
ENSMMUG00000042038 CAPN8
ENSMMUG00000035875 U6
ENSMMUG00000011142 CAPN2
ENSMMUG00000011146 TP53BP2
ENSMMUG00000011149 NA
ENSMMUG00000000676 FBXO28
ENSMMUG00000063003 Metazoa_SRP
ENSMMUG00000002400 DEGS1
ENSMMUG00000022510 NVL
ENSMMUG00000027811 U6
ENSMMUG00000059264 NA
ENSMMUG00000063959 CNIH4
ENSMMUG00000012227 WDR26
ENSMMUG00000010335 CNIH3
ENSMMUG00000060677 NA
ENSMMUG00000051471 NA
ENSMMUG00000049808 Metazoa_SRP
ENSMMUG00000003472 LBR
ENSMMUG00000054938 NA
ENSMMUG00000002227 ENAH
ENSMMUG00000050780 Metazoa_SRP
ENSMMUG00000057691 NA
ENSMMUG00000034851 U6
ENSMMUG00000060515 NA
ENSMMUG00000000134 SRP9
ENSMMUG00000005782 EPHX1
ENSMMUG00000005785 TMEM63A
ENSMMUG00000011434 PYCR2
ENSMMUG00000011435 NA
ENSMMUG00000056097 NA
ENSMMUG00000042699 SDE2
ENSMMUG00000055584 NA
ENSMMUG00000063012 NA
ENSMMUG00000059492 NA
ENSMMUG00000019058 ACBD3
ENSMMUG00000063956 NA
ENSMMUG00000005129 MIXL1
ENSMMUG00000016014 LIN9
ENSMMUG00000057068 NA
ENSMMUG00000057992 NA
ENSMMUG00000050685 NA
ENSMMUG00000021820 PARP1
ENSMMUG00000042537 Metazoa_SRP
ENSMMUG00000051438 NA
ENSMMUG00000008640 STUM
ENSMMUG00000061649 ITPKB
ENSMMUG00000018525 PSEN2
ENSMMUG00000008636 COQ8A
ENSMMUG00000008638 CDC42BPA
ENSMMUG00000033058 NA
ENSMMUG00000056871 5S_rRNA
ENSMMUG00000031497 NA
ENSMMUG00000062651 NA
ENSMMUG00000001869 SNAP47
ENSMMUG00000053969 JMJD4
ENSMMUG00000060353 PRSS38
ENSMMUG00000008338 WNT9A
ENSMMUG00000063277 Metazoa_SRP
ENSMMUG00000050712 WNT3A
ENSMMUG00000052432 ARF1
ENSMMUG00000002791 C1H1orf35
ENSMMUG00000061410 NA
ENSMMUG00000023085 GUK1
ENSMMUG00000023086 GJC2
ENSMMUG00000057834 NA
ENSMMUG00000054343 Metazoa_SRP
ENSMMUG00000023096 NA
ENSMMUG00000005306 TRIM11
ENSMMUG00000005307 TRIM17
ENSMMUG00000055227 H3-4
ENSMMUG00000060464 NA
ENSMMUG00000053022 H2BU1
ENSMMUG00000060603 NA
ENSMMUG00000054797 NA
ENSMMUG00000048590 RNF187
ENSMMUG00000059055 5S_rRNA
ENSMMUG00000054908 5S_rRNA
ENSMMUG00000062240 5S_rRNA
ENSMMUG00000055501 5S_rRNA
ENSMMUG00000057556 5S_rRNA
ENSMMUG00000056455 5S_rRNA
ENSMMUG00000064010 5S_rRNA
ENSMMUG00000056384 5S_rRNA
ENSMMUG00000060874 5S_rRNA
ENSMMUG00000062109 5S_rRNA
ENSMMUG00000050633 5S_rRNA
ENSMMUG00000054771 5S_rRNA
ENSMMUG00000056294 5S_rRNA
ENSMMUG00000063734 5S_rRNA
ENSMMUG00000063830 5S_rRNA
ENSMMUG00000053670 5S_rRNA
ENSMMUG00000061090 5S_rRNA
ENSMMUG00000057014 5S_rRNA
ENSMMUG00000058794 5S_rRNA
ENSMMUG00000053818 5S_rRNA
ENSMMUG00000051734 5S_rRNA
ENSMMUG00000053033 5S_rRNA
ENSMMUG00000059500 5S_rRNA
ENSMMUG00000052366 5S_rRNA
ENSMMUG00000051812 5S_rRNA
ENSMMUG00000055711 5S_rRNA
ENSMMUG00000060804 5S_rRNA
ENSMMUG00000058027 5S_rRNA
ENSMMUG00000052865 5S_rRNA
ENSMMUG00000054599 5S_rRNA
ENSMMUG00000056648 5S_rRNA
ENSMMUG00000059024 5S_rRNA
ENSMMUG00000059614 5S_rRNA
ENSMMUG00000055890 5S_rRNA
ENSMMUG00000064113 5S_rRNA
ENSMMUG00000064199 5S_rRNA
ENSMMUG00000053605 5S_rRNA
ENSMMUG00000050640 5S_rRNA
ENSMMUG00000063811 5S_rRNA
ENSMMUG00000062597 5S_rRNA
ENSMMUG00000053115 5S_rRNA
ENSMMUG00000057924 5S_rRNA
ENSMMUG00000052805 5S_rRNA
ENSMMUG00000064504 5S_rRNA
ENSMMUG00000059936 5S_rRNA
ENSMMUG00000063829 5S_rRNA
ENSMMUG00000058918 5S_rRNA
ENSMMUG00000063051 5S_rRNA
ENSMMUG00000057728 5S_rRNA
ENSMMUG00000055039 5S_rRNA
ENSMMUG00000061072 5S_rRNA
ENSMMUG00000026427 5S_rRNA
ENSMMUG00000025989 5S_rRNA
ENSMMUG00000026325 5S_rRNA
ENSMMUG00000060182 5S_rRNA
ENSMMUG00000009332 HSD17B7
ENSMMUG00000009330 DDR2
ENSMMUG00000049204 Metazoa_SRP
ENSMMUG00000019514 UAP1
ENSMMUG00000063984 NA
ENSMMUG00000019513 UHMK1
ENSMMUG00000054489 Metazoa_SRP
ENSMMUG00000008511 SH2D1B
ENSMMUG00000042262 NOS1AP
ENSMMUG00000004790 SPATA46
ENSMMUG00000056098 MIR556
ENSMMUG00000023042 OLFML2B
ENSMMUG00000004049 ATF6
ENSMMUG00000045377 Metazoa_SRP
ENSMMUG00000056482 FCRLB
ENSMMUG00000004042 FCRLA
ENSMMUG00000003775 FCGR2B
ENSMMUG00000016206 FCGR3
ENSMMUG00000039212 NA
ENSMMUG00000054686 NA
ENSMMUG00000058484 NA
ENSMMUG00000060682 U6
ENSMMUG00000008251 CFAP126
ENSMMUG00000012411 SDHC
ENSMMUG00000001216 MPZ
ENSMMUG00000042475 NA
ENSMMUG00000018128 NR1I3
ENSMMUG00000060496 TOMM40L
ENSMMUG00000004516 APOA2
ENSMMUG00000004512 FCER1G
ENSMMUG00000004520 NDUFS2
ENSMMUG00000050419 ADAMTS4
ENSMMUG00000062837 NA
ENSMMUG00000060555 NA
ENSMMUG00000022630 PPOX
ENSMMUG00000022629 B4GALT3
ENSMMUG00000022631 USP21
ENSMMUG00000022632 UFC1
ENSMMUG00000002010 DEDD
ENSMMUG00000002009 NIT1
ENSMMUG00000060871 PFDN2
ENSMMUG00000002007 KLHDC9
ENSMMUG00000064337 NECTIN4
ENSMMUG00000002005 ARHGAP30
ENSMMUG00000002003 USF1
ENSMMUG00000001996 F11R
ENSMMUG00000002001 TSTD1
ENSMMUG00000012037 ITLN2
ENSMMUG00000062985 Metazoa_SRP
ENSMMUG00000049961 U6
ENSMMUG00000013391 ITLN1
ENSMMUG00000017333 CD244
ENSMMUG00000063750 NA
ENSMMUG00000053012 NA
ENSMMUG00000017327 SLAMF7
ENSMMUG00000015812 CD48
ENSMMUG00000015809 SLAMF1
ENSMMUG00000015470 CD84
ENSMMUG00000015601 SLAMF6
ENSMMUG00000020295 VANGL2
ENSMMUG00000027901 U4
ENSMMUG00000021856 NCSTN
ENSMMUG00000021865 NHLH1
ENSMMUG00000021854 COPA
ENSMMUG00000063030 Y_RNA
ENSMMUG00000017841 DCAF8
ENSMMUG00000017838 PEA15
ENSMMUG00000061573 NA
ENSMMUG00000056833 CASQ1
ENSMMUG00000017833 ATP1A2
ENSMMUG00000031542 IGSF8
ENSMMUG00000054510 KCNJ9
ENSMMUG00000054927 NA
ENSMMUG00000046470 KCNJ10
ENSMMUG00000047089 PIGM
ENSMMUG00000052181 NA
ENSMMUG00000004707 SLAMF9
ENSMMUG00000004706 IGSF9
ENSMMUG00000040609 TAGLN2
ENSMMUG00000052448 NA
ENSMMUG00000011342 CFAP45
ENSMMUG00000011340 VSIG8
ENSMMUG00000032897 NA
ENSMMUG00000011338 SLAMF8
ENSMMUG00000011335 FCRL6
ENSMMUG00000018444 DUSP23
ENSMMUG00000008922 CRP
ENSMMUG00000006685 APCS
ENSMMUG00000053632 NA
ENSMMUG00000039344 NA
ENSMMUG00000013427 NA
ENSMMUG00000013428 FCER1A
ENSMMUG00000051094 Metazoa_SRP
ENSMMUG00000001300 ACKR1
ENSMMUG00000001297 CADM3
ENSMMUG00000004488 PYHIN1
ENSMMUG00000004492 AIM2
ENSMMUG00000004490 IFI16
ENSMMUG00000060051 NA
ENSMMUG00000059701 OR6N2
ENSMMUG00000018450 OR6N1
ENSMMUG00000050231 OR6K6
ENSMMUG00000061549 NA
ENSMMUG00000056001 OR6K3
ENSMMUG00000000733 OR6K2
ENSMMUG00000000730 SPTA1
ENSMMUG00000050717 OR10Z1
ENSMMUG00000054507 NA
ENSMMUG00000000725 OR6P1
ENSMMUG00000000724 OR6Y1
ENSMMUG00000054321 NA
ENSMMUG00000004509 NA
ENSMMUG00000004508 NA
ENSMMUG00000003168 OR10K2
ENSMMUG00000019444 NA
ENSMMUG00000016784 CD1E
ENSMMUG00000016783 CD1B
ENSMMUG00000063517 NA
ENSMMUG00000010626 CD1C
ENSMMUG00000062253 CD1A
ENSMMUG00000020156 CD1D
ENSMMUG00000020155 NA
ENSMMUG00000003191 KIRREL1
ENSMMUG00000058790 NA
ENSMMUG00000050541 NA
ENSMMUG00000019835 CD5L
ENSMMUG00000019833 FCRL1
ENSMMUG00000019830 FCRL2
ENSMMUG00000046969 FCRL3
ENSMMUG00000008973 FCRL4
ENSMMUG00000008974 FCRL5
ENSMMUG00000065257 NA
ENSMMUG00000058523 NA
ENSMMUG00000042886 ETV3
ENSMMUG00000059081 ETV3L
ENSMMUG00000012436 ARHGEF11
ENSMMUG00000045905 Metazoa_SRP
ENSMMUG00000032670 mml-mir-765
ENSMMUG00000064007 LRRC71
ENSMMUG00000061405 PEAR1
ENSMMUG00000012424 NTRK1
ENSMMUG00000055304 INSRR
ENSMMUG00000010917 SH2D2A
ENSMMUG00000010918 PRCC
ENSMMUG00000040660 HDGF
ENSMMUG00000000039 MRPL24
ENSMMUG00000000038 RRNAD1
ENSMMUG00000000037 ISG20L2
ENSMMUG00000002295 CRABP2
ENSMMUG00000006265 NES
ENSMMUG00000017093 BCAN
ENSMMUG00000060011 HAPLN2
ENSMMUG00000002624 GPATCH4
ENSMMUG00000002623 NAXE
ENSMMUG00000002622 TTC24
ENSMMUG00000002621 IQGAP3
ENSMMUG00000060563 NA
ENSMMUG00000027475 Y_RNA
ENSMMUG00000016696 MEF2D
ENSMMUG00000057120 NA
ENSMMUG00000034750 U4
ENSMMUG00000058159 NA
ENSMMUG00000057172 Metazoa_SRP
ENSMMUG00000027037 NA
ENSMMUG00000017966 NA
ENSMMUG00000017965 RHBG
ENSMMUG00000051030 TSACC
ENSMMUG00000019034 CCT3
ENSMMUG00000064443 VHLL
ENSMMUG00000047929 TMEM79
ENSMMUG00000000092 GLMP
ENSMMUG00000000090 SMG5
ENSMMUG00000000085 PAQR6
ENSMMUG00000004902 SLC25A44
ENSMMUG00000036268 NA
ENSMMUG00000004901 SEMA4A
ENSMMUG00000037731 NA
ENSMMUG00000016096 LMNA
ENSMMUG00000052160 MEX3A
ENSMMUG00000022306 RAB25
ENSMMUG00000012126 LAMTOR2
ENSMMUG00000009983 UBQLN4
ENSMMUG00000013495 SSR2
ENSMMUG00000005092 ARHGEF2
ENSMMUG00000005090 NA
ENSMMUG00000004648 KHDC4
ENSMMUG00000045167 NA
ENSMMUG00000027793 SNORA80E
ENSMMUG00000053454 RIT1
ENSMMUG00000021312 SYT11
ENSMMUG00000009987 GON4L
ENSMMUG00000062397 NA
ENSMMUG00000018080 DAP3
ENSMMUG00000023146 ASH1L
ENSMMUG00000009981 NA
ENSMMUG00000050302 Metazoa_SRP
ENSMMUG00000061587 U6
ENSMMUG00000058124 NA
ENSMMUG00000060426 Metazoa_SRP
ENSMMUG00000059666 U6
ENSMMUG00000060006 NA
ENSMMUG00000025681 U6
ENSMMUG00000023145 RUSC1
ENSMMUG00000063807 NA
ENSMMUG00000023144 NA
ENSMMUG00000023143 PKLR
ENSMMUG00000061381 HCN3
ENSMMUG00000023141 CLK2
ENSMMUG00000018313 SCAMP3
ENSMMUG00000018309 FAM189B
ENSMMUG00000008507 GBA
ENSMMUG00000053423 NA
ENSMMUG00000059449 NA
ENSMMUG00000008506 MTX1
ENSMMUG00000003902 THBS3
ENSMMUG00000003906 MUC1
ENSMMUG00000012182 TRIM46
ENSMMUG00000048503 KRTCAP2
ENSMMUG00000036922 U7
ENSMMUG00000013219 SLC50A1
ENSMMUG00000005350 EFNA1
ENSMMUG00000061547 Y_RNA
ENSMMUG00000023350 EFNA3
ENSMMUG00000058063 NA
ENSMMUG00000065184 SNORA70
ENSMMUG00000023340 ADAM15
ENSMMUG00000023339 DCST1
ENSMMUG00000023336 DCST2
ENSMMUG00000004053 ZBTB7B
ENSMMUG00000006584 FLAD1
ENSMMUG00000056894 CKS1B
ENSMMUG00000006581 SHC1
ENSMMUG00000006579 PYGO2
ENSMMUG00000006576 PBXIP1
ENSMMUG00000061436 Metazoa_SRP
ENSMMUG00000052450 PMVK
ENSMMUG00000017793 KCNN3
ENSMMUG00000054714 Metazoa_SRP
ENSMMUG00000016093 ADAR
ENSMMUG00000016089 CHRNB2
ENSMMUG00000019547 UBE2Q1
ENSMMUG00000019545 TDRD10
ENSMMUG00000022980 SHE
ENSMMUG00000022978 IL6R
ENSMMUG00000023364 ATP8B2
ENSMMUG00000035851 U7
ENSMMUG00000023363 AQP10
ENSMMUG00000049781 Metazoa_SRP
ENSMMUG00000062980 Metazoa_SRP
ENSMMUG00000026730 NA
ENSMMUG00000010814 HAX1
ENSMMUG00000010810 UBAP2L
ENSMMUG00000060773 SNORA58B
ENSMMUG00000054408 Metazoa_SRP
ENSMMUG00000010808 C1H1orf43
ENSMMUG00000033441 mml-mir-190b
ENSMMUG00000010805 TPM3
ENSMMUG00000047043 Metazoa_SRP
ENSMMUG00000053895 Metazoa_SRP
ENSMMUG00000014952 NUP210L
ENSMMUG00000056706 U6
ENSMMUG00000063400 U3
ENSMMUG00000018240 RPS27
ENSMMUG00000017586 RAB13
ENSMMUG00000005008 CREB3L4
ENSMMUG00000005010 JTB
ENSMMUG00000005007 SLC39A1
ENSMMUG00000005005 CRTC2
ENSMMUG00000005002 DENND4B
ENSMMUG00000002696 GATAD2B
ENSMMUG00000049388 NA
ENSMMUG00000056659 Y_RNA
ENSMMUG00000019487 SLC27A3
ENSMMUG00000019482 INTS3
ENSMMUG00000044696 NA
ENSMMUG00000060709 NA
ENSMMUG00000050926 Y_RNA
ENSMMUG00000047025 Metazoa_SRP
ENSMMUG00000008153 NPR1
ENSMMUG00000008149 ILF2
ENSMMUG00000053224 SNAPIN
ENSMMUG00000008146 CHTOP
ENSMMUG00000008145 S100A1
ENSMMUG00000057586 S100A13
ENSMMUG00000055518 NA
ENSMMUG00000045106 S100A16
ENSMMUG00000010978 S100A2
ENSMMUG00000031655 S100A3
ENSMMUG00000010979 S100A4
ENSMMUG00000010980 S100A5
ENSMMUG00000008917 S100A6
ENSMMUG00000040678 Metazoa_SRP
ENSMMUG00000056485 NA
ENSMMUG00000004833 NA
ENSMMUG00000004835 NA
ENSMMUG00000047853 NA
ENSMMUG00000052341 NA
ENSMMUG00000004832 NA
ENSMMUG00000044778 S100A8
ENSMMUG00000064796 S100A12
ENSMMUG00000006868 S100A9
ENSMMUG00000006865 PGLYRP4
ENSMMUG00000052239 U6
ENSMMUG00000053940 PGLYRP3
ENSMMUG00000053534 Metazoa_SRP
ENSMMUG00000043598 LORICRIN
ENSMMUG00000021750 PRR9
ENSMMUG00000051645 NA
ENSMMUG00000061474 NA
ENSMMUG00000036441 NA
ENSMMUG00000064729 SPRR3
ENSMMUG00000063702 NA
ENSMMUG00000042618 IVL
ENSMMUG00000017740 SMCP
ENSMMUG00000055038 NA
ENSMMUG00000054634 NA
ENSMMUG00000051719 NA
ENSMMUG00000058472 NA
ENSMMUG00000056940 NA
ENSMMUG00000055266 NA
ENSMMUG00000051816 KPRP
ENSMMUG00000001966 C1H1orf68
ENSMMUG00000049843 NA
ENSMMUG00000062996 NA
ENSMMUG00000049286 NA
ENSMMUG00000050804 NA
ENSMMUG00000058456 CRCT1
ENSMMUG00000001967 LCE5A
ENSMMUG00000009040 CRNN
ENSMMUG00000056511 NA
ENSMMUG00000059472 FLG2
ENSMMUG00000064774 NA
ENSMMUG00000054850 NA
ENSMMUG00000019033 RPTN
ENSMMUG00000056263 TCHH
ENSMMUG00000020209 TCHHL1
ENSMMUG00000045342 NA
ENSMMUG00000004441 NA
ENSMMUG00000042487 NA
ENSMMUG00000052533 S100A10
ENSMMUG00000014361 THEM4
ENSMMUG00000053942 Y_RNA
ENSMMUG00000014358 C2CD4D
ENSMMUG00000012138 RORC
ENSMMUG00000012137 LINGO4
ENSMMUG00000009096 TDRKH
ENSMMUG00000009095 OAZ3
ENSMMUG00000009094 MRPL9
ENSMMUG00000057886 U6
ENSMMUG00000016955 RIIAD1
ENSMMUG00000016952 CELF3
ENSMMUG00000016920 SNX27
ENSMMUG00000049545 U6
ENSMMUG00000021260 TUFT1
ENSMMUG00000027219 mml-mir-554
ENSMMUG00000021259 CGN
ENSMMUG00000035742 NA
ENSMMUG00000020925 POGZ
ENSMMUG00000020924 PSMB4
ENSMMUG00000045396 SELENBP1
ENSMMUG00000051126 RFX5
ENSMMUG00000013170 PI4KB
ENSMMUG00000040158 Metazoa_SRP
ENSMMUG00000013166 ZNF687
ENSMMUG00000052857 Metazoa_SRP
ENSMMUG00000049004 PSMD4
ENSMMUG00000005228 PIP5K1A
ENSMMUG00000007905 VPS72
ENSMMUG00000007903 TMOD4
ENSMMUG00000007900 SCNM1
ENSMMUG00000007898 LYSMD1
ENSMMUG00000007897 TNFAIP8L2
ENSMMUG00000007643 SEMA6C
ENSMMUG00000008402 GABPB2
ENSMMUG00000010075 MLLT11
ENSMMUG00000010074 CDC42SE1
ENSMMUG00000010072 C1H1orf56
ENSMMUG00000010071 BNIPL
ENSMMUG00000010068 PRUNE1
ENSMMUG00000054961 U6
ENSMMUG00000010067 MINDY1
ENSMMUG00000023231 ANXA9
ENSMMUG00000023234 CERS2
ENSMMUG00000023235 SETDB1
ENSMMUG00000063822 NA
ENSMMUG00000000541 ARNT
ENSMMUG00000024937 U6
ENSMMUG00000010670 CTSS
ENSMMUG00000010669 HORMAD1
ENSMMUG00000059541 U6
ENSMMUG00000010668 GOLPH3L
ENSMMUG00000012814 ENSA
ENSMMUG00000061487 NA
ENSMMUG00000053525 MCL1
ENSMMUG00000059920 Metazoa_SRP
ENSMMUG00000063223 Metazoa_SRP
ENSMMUG00000008218 ADAMTSL4
ENSMMUG00000006257 ECM1
ENSMMUG00000006256 TARS2
ENSMMUG00000007303 RPRD2
ENSMMUG00000061867 Metazoa_SRP
ENSMMUG00000016301 PRPF3
ENSMMUG00000060724 NA
ENSMMUG00000021391 MRPS21
ENSMMUG00000049420 NA
ENSMMUG00000021388 CIART
ENSMMUG00000021387 C1H1orf54
ENSMMUG00000021386 APH1A
ENSMMUG00000021385 CA14
ENSMMUG00000053968 NA
ENSMMUG00000034447 U2
ENSMMUG00000021531 ANP32E
ENSMMUG00000047901 Metazoa_SRP
ENSMMUG00000013681 PLEKHO1
ENSMMUG00000013673 VPS45
ENSMMUG00000059723 NA
ENSMMUG00000007244 OTUD7B
ENSMMUG00000052282 NA
ENSMMUG00000007246 MTMR11
ENSMMUG00000007256 SF3B4
ENSMMUG00000007257 SV2A
ENSMMUG00000007258 BOLA1
ENSMMUG00000061036 H2AC21
ENSMMUG00000037540 H2AC20
ENSMMUG00000063990 Metazoa_SRP
ENSMMUG00000052382 H4C15
ENSMMUG00000054615 NA
ENSMMUG00000051523 Metazoa_SRP
ENSMMUG00000054078 HIST2H3A
ENSMMUG00000040506 H2BC18
ENSMMUG00000004362 FCGR1A
ENSMMUG00000054610 Metazoa_SRP
ENSMMUG00000038839 NA
ENSMMUG00000040630 NA
ENSMMUG00000051730 U1
ENSMMUG00000058020 NA
ENSMMUG00000064782 U1
ENSMMUG00000057392 U1
ENSMMUG00000023889 U1
ENSMMUG00000054730 U1
ENSMMUG00000054571 U1
ENSMMUG00000059204 NA
ENSMMUG00000062140 NA
ENSMMUG00000058089 NA
ENSMMUG00000061152 U1
ENSMMUG00000058364 U1
ENSMMUG00000024186 U1
ENSMMUG00000036857 U1
ENSMMUG00000064626 U1
ENSMMUG00000061239 NA
ENSMMUG00000054590 NA
ENSMMUG00000054496 U1
ENSMMUG00000048493 NA
ENSMMUG00000057963 NA
ENSMMUG00000063769 U1
ENSMMUG00000056619 NA
ENSMMUG00000062807 NA
ENSMMUG00000025558 U1
ENSMMUG00000035621 U1
ENSMMUG00000001382 GJA8
ENSMMUG00000001803 GJA5
ENSMMUG00000047604 Metazoa_SRP
ENSMMUG00000013561 ACP6
ENSMMUG00000016786 BCL9
ENSMMUG00000055285 Metazoa_SRP
ENSMMUG00000065199 Y_RNA
ENSMMUG00000000476 FMO5
ENSMMUG00000009024 CHD1L
ENSMMUG00000012221 PRKAB2
ENSMMUG00000056473 NA
ENSMMUG00000050315 NA
ENSMMUG00000028051 U1
ENSMMUG00000054758 NA
ENSMMUG00000049415 NA
ENSMMUG00000057342 U1
ENSMMUG00000049315 U1
ENSMMUG00000065207 NA
ENSMMUG00000064868 U1
ENSMMUG00000062716 NA
ENSMMUG00000064377 U1
ENSMMUG00000007338 TXNIP
ENSMMUG00000016054 HJV
ENSMMUG00000016738 POLR3GL
ENSMMUG00000040654 ANKRD34A
ENSMMUG00000016053 LIX1L
ENSMMUG00000016051 RBM8A
ENSMMUG00000016049 GNRHR2
ENSMMUG00000016048 PEX11B
ENSMMUG00000016043 ITGA10
ENSMMUG00000055302 NA
ENSMMUG00000016733 PIAS3
ENSMMUG00000016734 NUDT17
ENSMMUG00000016735 POLR3C
ENSMMUG00000016736 RNF115
ENSMMUG00000046023 NA
ENSMMUG00000007969 CD160
ENSMMUG00000019642 PDZK1
ENSMMUG00000019640 GPR89A
ENSMMUG00000053312 NA
ENSMMUG00000056076 U1
ENSMMUG00000055754 U1
ENSMMUG00000063674 U1
ENSMMUG00000056325 NA
ENSMMUG00000055722 NA
ENSMMUG00000044046 NA
ENSMMUG00000054069 NA
ENSMMUG00000062859 SEC22B
ENSMMUG00000025367 U6
